year,country_iso_code,co2_including_luc,co2_including_luc_per_capita,co2_including_luc_growth_abs,cement_co2,cement_co2_per_capita,cumulative_cement_co2,coal_co2,coal_co2_per_capita,cumulative_coal_co2,flaring_co2,flaring_co2_per_capita,cumulative_flaring_co2,gas_co2,gas_co2_per_capita,cumulative_gas_co2,land_use_change_co2,land_use_change_co2_per_capita,cumulative_luc_co2,oil_co2,oil_co2_per_capita,cumulative_oil_co2,other_industry_co2,other_co2_per_capita,cumulative_other_co2
2018,NER,37.37,1.655,0.64,0.02,0.001,0.851,0.326,0.014,11.193,0.061,0.003,0.77,0,0,0,35.577,1.576,1713.616,1.385,0.061,31.046,,,
2019,NER,38.779,1.654,1.409,0.101,0.004,0.951,0.327,0.014,11.519,0.056,0.002,0.826,0,0,0,36.31,1.549,1749.926,1.985,0.085,33.031,,,
2020,NER,39.278,1.614,0.499,0.101,0.004,1.052,0.296,0.012,11.815,0.07,0.003,0.896,0,0,0,36.787,1.512,1786.713,2.025,0.083,35.056,,,
2021,NER,39.705,1.572,0.427,0.101,0.004,1.153,0.342,0.014,12.157,0.093,0.004,0.989,0,0,0,37.006,1.465,1823.719,2.163,0.086,37.219,,,
2000,NGA,147.926,1.204,-43.937,1.011,0.008,36.355,0.007,0,68.65,33.086,0.269,671.993,13.179,0.107,198.282,69.103,0.562,10695.948,31.54,0.257,757.535,,,
2001,NGA,221.407,1.755,73.481,0.966,0.008,37.322,0.007,0,68.658,36.933,0.293,708.926,11.608,0.092,209.89,134.689,1.068,10830.637,37.204,0.295,794.74,,,
2002,NGA,241.193,1.861,19.786,0.842,0.007,38.164,0.114,0.001,68.771,43.886,0.339,752.812,11.889,0.092,221.779,146.89,1.134,10977.526,37.573,0.29,832.313,,,
2003,NGA,219.967,1.652,-21.226,0.919,0.007,39.083,0.062,0,68.834,44.726,0.336,797.538,20.097,0.151,241.876,119.959,0.901,11097.486,34.203,0.257,866.516,,,
2004,NGA,235.609,1.723,15.642,0.915,0.007,39.998,0.022,0,68.856,46.394,0.339,843.932,20.507,0.15,262.384,136.924,1.001,11234.41,30.847,0.226,897.363,,,
2005,NGA,229.748,1.635,-5.861,1.07,0.008,41.068,0.022,0,68.878,44.241,0.315,888.173,20.631,0.147,283.015,123.99,0.883,11358.4,39.793,0.283,937.157,,,
2006,NGA,186.221,1.29,-43.526,1.296,0.009,42.363,0.022,0,68.9,42.894,0.297,931.068,21.618,0.15,304.633,88.412,0.613,11446.812,31.979,0.222,969.136,,,
2007,NGA,88.847,0.599,-97.374,1.82,0.012,44.183,0.062,0,68.962,42.894,0.289,973.962,22.233,0.15,326.866,-5.423,-0.037,11441.39,27.26,0.184,996.396,,,
2008,NGA,5.627,0.037,-83.22,3.846,0.025,48.029,0.084,0.001,69.046,36.688,0.241,1010.65,20.654,0.136,347.52,-89.145,-0.585,11352.244,33.5,0.22,1029.896,,,
2009,NGA,85.218,0.544,79.59,3.851,0.025,51.881,0.092,0.001,69.138,25.637,0.164,1036.287,18.053,0.115,365.572,10.332,0.066,11362.577,27.253,0.174,1057.149,,,
2010,NGA,174.419,1.084,89.201,3.856,0.024,55.737,0.103,0.001,69.24,29.418,0.183,1065.705,20.196,0.125,385.768,62.105,0.386,11424.682,58.741,0.365,1115.89,,,
2011,NGA,190.574,1.152,16.155,4.59,0.028,60.326,0.084,0.001,69.325,27.45,0.166,1093.155,28.003,0.169,413.771,61.006,0.369,11485.688,69.442,0.42,1185.332,,,
2012,NGA,119.948,0.705,-70.626,6.118,0.036,66.444,0.128,0.001,69.453,18.09,0.106,1111.245,28.872,0.17,442.644,10.882,0.064,11496.57,55.858,0.328,1241.19,,,
2013,NGA,121.93,0.698,1.982,7.785,0.045,74.229,0.117,0.001,69.57,17.561,0.101,1128.806,28.63,0.164,471.273,5.569,0.032,11502.139,62.268,0.356,1303.458,,,
2014,NGA,124.681,0.695,2.752,7.75,0.043,81.979,0.121,0.001,69.691,15.827,0.088,1144.633,32.676,0.182,503.949,1.685,0.009,11503.824,66.623,0.371,1370.08,,,
2015,NGA,111.247,0.605,-13.434,8.137,0.044,90.116,0.125,0.001,69.816,14.397,0.078,1159.03,32.448,0.176,536.397,2.015,0.011,11505.839,54.125,0.294,1424.205,,,
2016,NGA,115.558,0.612,4.311,8.525,0.045,98.641,0.139,0.001,69.955,13.297,0.07,1172.327,34.434,0.183,570.831,-1.392,-0.007,11504.447,60.555,0.321,1484.76,,,
2017,NGA,117.76,0.609,2.202,7.362,0.038,106.003,0.136,0.001,70.09,14.375,0.074,1186.702,32.415,0.168,603.247,4.983,0.026,11509.431,58.488,0.302,1543.248,,,
2018,NGA,105.78,0.533,-11.98,8.137,0.041,114.141,0.128,0.001,70.219,14.173,0.071,1200.875,34.339,0.173,637.586,0.55,0.003,11509.98,48.453,0.244,1591.701,,,
2019,NGA,122.724,0.604,16.944,8.757,0.043,122.898,0.147,0.001,70.365,14.588,0.072,1215.463,35.105,0.173,672.691,-4.58,-0.023,11505.399,68.707,0.338,1660.408,,,
2020,NGA,120.614,0.579,-2.11,8.757,0.042,131.655,0.133,0.001,70.498,13.526,0.065,1228.989,37.572,0.18,710.263,-9.563,-0.046,11495.837,70.189,0.337,1730.597,,,
2021,NGA,122.807,0.575,2.193,8.757,0.041,140.413,0.154,0.001,70.652,12.458,0.058,1241.447,40.644,0.19,750.906,-14.18,-0.066,11481.657,74.974,0.351,1805.57,,,
2000,NIU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.007,3.496,0.154,,,
2001,NIU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.007,3.596,0.161,,,
2002,NIU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.007,3.682,0.169,,,
2003,NIU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.004,1.877,0.172,,,
2004,NIU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.004,1.914,0.176,,,
2005,NIU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.004,1.948,0.18,,,
2006,NIU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.004,1.973,0.183,,,
2007,NIU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.004,1.985,0.187,,,
2008,NIU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.007,3.968,0.194,,,
2009,NIU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.004,1.99,0.198,,,
2010,NIU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.004,1.993,0.202,,,
2011,NIU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.007,3.998,0.209,,,
2012,NIU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.007,3.998,0.216,,,
2013,NIU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.007,3.97,0.224,,,
2014,NIU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.011,5.916,0.234,,,
2015,NIU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.007,3.917,0.242,,,
2016,NIU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.007,3.892,0.249,,,
2017,NIU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.007,3.875,0.256,,,
2018,NIU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.011,5.764,0.267,,,
2019,NIU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.011,5.657,0.278,,,
2020,NIU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.012,5.91,0.29,,,
2021,NIU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.012,6.092,0.302,,,
2000,PRK,78.215,3.347,4.512,1.854,0.079,103.929,64.175,2.746,3745.654,0,0,0,0,0,0,9.05,0.387,1167.314,3.136,0.134,204.532,,,
2001,PRK,80.421,3.42,2.206,2.07,0.088,105.999,66.106,2.812,3811.76,0,0,0,0,0,0,8.757,0.372,1176.071,3.488,0.148,208.02,,,
2002,PRK,77.692,3.287,-2.73,2.125,0.09,108.125,63.021,2.666,3874.781,0,0,0,0,0,0,9.05,0.383,1185.121,3.495,0.148,211.515,,,
2003,PRK,79.079,3.325,1.388,2.205,0.093,110.33,64.531,2.713,3939.311,0,0,0,0,0,0,8.94,0.376,1194.061,3.404,0.143,214.919,,,
2004,PRK,86.488,3.611,7.409,2.231,0.093,112.56,66.066,2.759,4005.377,0,0,0,0,0,0,14.766,0.617,1208.827,3.426,0.143,218.345,,,
2005,PRK,86.075,3.571,-0.412,2.338,0.097,114.898,69.796,2.896,4075.173,0,0,0,0,0,0,11.065,0.459,1219.892,2.876,0.119,221.221,,,
2006,PRK,86.466,3.568,0.391,2.403,0.099,117.301,71.572,2.953,4146.745,0,0,0,0,0,0,10.296,0.425,1230.188,2.195,0.091,223.415,,,
2007,PRK,79.343,3.258,-7.123,2.359,0.097,119.66,58.496,2.402,4205.241,0,0,0,0,0,0,15.865,0.651,1246.053,2.623,0.108,226.039,,,
2008,PRK,84.802,3.466,5.459,2.45,0.1,122.111,65.194,2.664,4270.434,0,0,0,0,0,0,14.473,0.591,1260.526,2.686,0.11,228.725,,,
2009,PRK,66.836,2.719,-17.967,2.338,0.095,124.449,48.533,1.974,4318.967,0,0,0,0,0,0,13.374,0.544,1273.9,2.59,0.105,231.315,,,
2010,PRK,60.534,2.452,-6.302,2.397,0.097,126.845,45.126,1.828,4364.094,0,0,0,0,0,0,10.442,0.423,1284.342,2.568,0.104,233.883,,,
2011,PRK,46.702,1.884,-13.832,2.44,0.098,129.286,31.104,1.255,4395.197,0,0,0,0,0,0,10.516,0.424,1294.858,2.642,0.107,236.525,,,
2012,PRK,47.824,1.922,1.123,2.431,0.098,131.717,32.602,1.31,4427.799,0,0,0,0,0,0,10.259,0.412,1305.117,2.532,0.102,239.057,,,
2013,PRK,37.163,1.486,-10.661,2.523,0.101,134.24,21.757,0.87,4449.557,0,0,0,0,0,0,10.149,0.406,1315.266,2.733,0.109,241.79,,,
2014,PRK,40.546,1.614,3.383,2.547,0.101,136.788,25.387,1.01,4474.944,0,0,0,0,0,0,10.003,0.398,1325.269,2.609,0.104,244.399,,,
2015,PRK,34.59,1.369,-5.957,2.556,0.101,139.343,19.081,0.755,4494.025,0,0,0,0,0,0,9.966,0.395,1335.235,2.987,0.118,247.386,,,
2016,PRK,37.245,1.467,2.655,2.701,0.106,142.044,21.673,0.854,4515.698,0,0,0,0,0,0,9.673,0.381,1344.908,3.199,0.126,250.585,,,
2017,PRK,61.226,2.399,23.981,2.609,0.102,144.653,46.195,1.81,4561.893,0,0,0,0,0,0,9.49,0.372,1354.398,2.931,0.115,253.516,,,
2018,PRK,56.973,2.222,-4.253,2.226,0.087,146.879,42.495,1.657,4604.388,0,0,0,0,0,0,9.343,0.364,1363.741,2.909,0.113,256.425,,,
2019,PRK,61.998,2.407,5.024,2.139,0.083,149.017,47.449,1.842,4651.837,0,0,0,0,0,0,9.233,0.358,1372.974,3.176,0.123,259.602,,,
2020,PRK,64.46,2.492,2.462,2.171,0.084,151.189,49.812,1.926,4701.649,0,0,0,0,0,0,9.123,0.353,1382.097,3.353,0.13,262.954,,,
2021,PRK,65.467,2.521,1.007,2.48,0.096,153.669,50.454,1.943,4752.104,0,0,0,0,0,0,9.087,0.35,1391.184,3.446,0.133,266.4,,,
2000,MKD,11.19,5.491,2.198,0.234,0.115,11.728,8.819,4.328,303.281,0,0,0.21,0.125,0.061,0.242,-0.806,-0.396,479.654,2.818,1.383,140.901,,,
2001,MKD,15.81,7.7,4.62,0.253,0.123,11.981,9.211,4.486,312.493,0,0,0.21,0.165,0.08,0.407,3.884,1.891,483.538,2.297,1.119,143.198,,,
2002,MKD,10.061,4.873,-5.749,0.242,0.117,12.223,7.892,3.822,320.385,0,0,0.21,0.172,0.083,0.579,-0.806,-0.39,482.732,2.561,1.24,145.759,,,
2003,MKD,9.285,4.483,-0.777,0.308,0.149,12.531,8.239,3.978,328.624,0,0,0.21,0.15,0.073,0.729,-1.942,-0.938,480.79,2.529,1.221,148.288,,,
2004,MKD,8.687,4.185,-0.597,0.297,0.143,12.827,8.076,3.891,336.701,0,0,0.21,0.136,0.065,0.865,-2.418,-1.165,478.372,2.597,1.251,150.885,,,
2005,MKD,8.577,4.126,-0.11,0.352,0.169,13.179,8.002,3.85,344.703,0,0,0.21,0.143,0.069,1.008,-2.601,-1.251,475.77,2.682,1.29,153.567,,,
2006,MKD,6.841,3.287,-1.737,0.366,0.176,13.546,7.449,3.579,352.152,0,0,0.21,0.154,0.074,1.161,-3.994,-1.919,471.777,2.865,1.377,156.432,,,
2007,MKD,5.463,2.622,-1.378,0.37,0.178,13.916,5.723,2.747,357.875,0,0,0.21,0.194,0.093,1.356,-3.92,-1.882,467.856,3.096,1.486,159.528,,,
2008,MKD,5.009,2.401,-0.454,0.359,0.172,14.275,5.936,2.845,363.811,0,0,0.21,0.224,0.107,1.579,-4.287,-2.055,463.569,2.777,1.331,162.306,,,
2009,MKD,10.387,4.971,5.379,0.356,0.17,14.63,5.278,2.526,369.089,0,0,0.21,0.147,0.07,1.726,1.795,0.859,465.365,2.811,1.345,165.117,,,
2010,MKD,6.595,3.15,-3.792,0.315,0.15,14.945,5.223,2.494,374.312,0,0,0.21,0.22,0.105,1.946,-1.905,-0.91,463.459,2.743,1.31,167.86,,,
2011,MKD,16.415,7.827,9.82,0.359,0.171,15.304,5.818,2.775,380.13,0,0,0.21,0.253,0.121,2.198,7.218,3.442,470.677,2.766,1.319,170.627,,,
2012,MKD,9.724,4.632,-6.69,0.249,0.119,15.553,5.525,2.632,385.656,0,0,0.21,0.26,0.124,2.459,0.989,0.471,471.667,2.7,1.286,173.327,,,
2013,MKD,7.625,3.627,-2.099,0.282,0.134,15.836,4.558,2.168,390.214,0,0,0.21,0.297,0.141,2.755,-0.147,-0.07,471.52,2.634,1.253,175.961,,,
2014,MKD,7.094,3.369,-0.531,0.256,0.122,16.092,4.316,2.05,394.53,0,0,0.21,0.253,0.12,3.008,-0.366,-0.174,471.154,2.634,1.251,178.596,,,
2015,MKD,6.837,3.243,-0.256,0.264,0.125,16.356,3.746,1.777,398.276,0,0,0.21,0.231,0.109,3.239,-0.183,-0.087,470.971,2.78,1.319,181.375,,,
2016,MKD,6.291,2.981,-0.546,0.333,0.158,16.689,3.437,1.629,401.713,0,0,0.21,0.363,0.172,3.602,-0.696,-0.33,470.274,2.854,1.353,184.23,,,
2017,MKD,6.625,3.137,0.333,0.352,0.167,17.041,3.814,1.806,405.527,0,0,0.21,0.465,0.22,4.067,-0.879,-0.416,469.395,2.873,1.36,187.102,,,
2018,MKD,6.005,2.841,-0.619,0.359,0.17,17.4,3.406,1.611,408.933,0,0,0.21,0.429,0.203,4.496,-1.026,-0.485,468.369,2.837,1.343,189.94,,,
2019,MKD,6.859,3.244,0.854,0.352,0.166,17.752,4.049,1.915,412.981,0,0,0.21,0.502,0.237,4.998,-1.136,-0.537,467.233,3.092,1.463,193.032,,,
2020,MKD,5.404,2.56,-1.455,0.352,0.167,18.104,2.779,1.316,415.76,0,0,0.21,0.573,0.272,5.571,-1.246,-0.59,465.988,2.945,1.395,195.977,,,
2021,MKD,5.533,2.63,0.129,0.352,0.167,18.455,2.394,1.138,418.154,0,0,0.21,0.723,0.344,6.294,-1.319,-0.627,464.668,3.383,1.609,199.361,,,
2000,NOR,46.69,10.396,-0.819,0.89,0.198,46.439,4.323,0.963,546.619,2.759,0.614,40.88,11.038,2.458,173.255,4.543,1.012,1122.87,22.388,4.985,931.296,0.749,0.167,10.072
2001,NOR,47.85,10.6,1.159,0.853,0.189,47.292,3.938,0.872,550.557,2.372,0.525,43.252,12.124,2.686,185.378,4.324,0.958,1127.193,23.368,5.177,954.664,0.871,0.193,10.943
2002,NOR,46.659,10.281,-1.19,0.875,0.193,48.167,3.433,0.757,553.99,1.912,0.421,45.164,12.296,2.709,197.674,4.067,0.896,1131.26,23.367,5.149,978.031,0.709,0.156,11.652
2003,NOR,48.194,10.557,1.535,0.904,0.198,49.071,3.284,0.719,557.274,1.777,0.389,46.941,13.018,2.852,210.692,4.214,0.923,1135.474,24.46,5.358,1002.491,0.537,0.118,12.189
2004,NOR,48.301,10.518,0.107,0.716,0.156,49.787,3.669,0.799,560.943,1.71,0.372,48.651,13.592,2.96,224.285,3.994,0.87,1139.467,24.115,5.251,1026.606,0.505,0.11,12.694
2005,NOR,47.482,10.269,-0.818,0.78,0.169,50.567,3.319,0.718,564.262,1.587,0.343,50.238,13.423,2.903,237.707,4.14,0.895,1143.608,23.715,5.129,1050.321,0.518,0.112,13.212
2006,NOR,48.066,10.312,0.584,0.805,0.173,51.372,2.746,0.589,567.008,1.426,0.306,51.664,13.598,2.917,251.305,4.14,0.888,1147.748,24.819,5.325,1075.14,0.532,0.114,13.744
2007,NOR,49.916,10.599,1.85,0.869,0.185,52.241,3.109,0.66,570.117,2.824,0.6,54.488,13.915,2.955,265.22,4.25,0.902,1151.998,24.453,5.192,1099.593,0.496,0.105,14.24
2008,NOR,49.155,10.308,-0.761,0.833,0.175,53.074,3.267,0.685,573.385,2.363,0.496,56.851,14.085,2.954,279.306,4.36,0.914,1156.358,23.684,4.967,1123.276,0.563,0.118,14.803
2009,NOR,47.329,9.801,-1.826,0.842,0.174,53.916,2.352,0.487,575.737,1.513,0.313,58.364,14.787,3.062,294.092,4.104,0.85,1160.462,23.238,4.812,1146.514,0.493,0.102,15.296
2010,NOR,50.088,10.243,2.759,0.754,0.154,54.67,3.082,0.63,578.82,1.565,0.32,59.929,15.04,3.076,309.132,4.397,0.899,1164.859,24.533,5.017,1171.047,0.717,0.147,16.013
2011,NOR,49.005,9.893,-1.083,0.749,0.151,55.419,3.219,0.65,582.038,1.551,0.313,61.48,14.358,2.899,323.491,4.214,0.851,1169.073,24.299,4.905,1195.346,0.615,0.124,16.628
2012,NOR,48.587,9.68,-0.418,0.725,0.144,56.144,3.191,0.636,585.229,1.423,0.284,62.903,14.081,2.806,337.571,4.287,0.854,1173.359,24.292,4.84,1219.638,0.588,0.117,17.216
2013,NOR,49.313,9.706,0.726,0.731,0.144,56.875,3.293,0.648,588.522,1.511,0.297,64.414,13.902,2.736,351.474,4.727,0.93,1178.086,24.528,4.828,1244.166,0.621,0.122,17.837
2014,NOR,50.029,9.737,0.716,0.727,0.141,57.602,3.527,0.686,592.049,1.408,0.274,65.822,14.645,2.85,366.118,4.983,0.97,1183.069,24.099,4.69,1268.265,0.64,0.125,18.477
2015,NOR,50.793,9.786,0.764,0.672,0.129,58.274,3.428,0.661,595.477,1.522,0.293,67.344,15.506,2.987,381.625,5.203,1.002,1188.272,23.891,4.603,1292.156,0.571,0.11,19.048
2016,NOR,50.188,9.584,-0.605,0.684,0.131,58.958,3.55,0.678,599.027,1.467,0.28,68.811,15.142,2.892,396.767,5.423,1.036,1193.695,23.367,4.462,1315.523,0.555,0.106,19.603
2017,NOR,49.738,9.425,-0.45,0.766,0.145,59.724,3.643,0.69,602.67,1.105,0.209,69.916,15.504,2.938,412.271,5.496,1.041,1199.191,22.696,4.301,1338.219,0.528,0.1,20.131
2018,NOR,50.109,9.433,0.371,0.73,0.137,60.454,3.527,0.664,606.197,1.079,0.203,70.995,15.297,2.88,427.567,5.716,1.076,1204.906,23.211,4.369,1361.43,0.549,0.103,20.68
2019,NOR,48.683,9.103,-1.426,0.722,0.135,61.176,3.547,0.663,609.744,0.957,0.179,71.952,15.047,2.813,442.615,5.899,1.103,1210.806,21.949,4.104,1383.38,0.562,0.105,21.242
2020,NOR,47.278,8.788,-1.405,0.725,0.135,61.901,3.602,0.67,613.346,0.83,0.154,72.782,14.317,2.661,456.931,6.082,1.131,1216.888,21.186,3.938,1404.565,0.536,0.1,21.778
2021,NOR,47.331,8.76,0.052,0.701,0.13,62.602,4.178,0.773,617.523,1.519,0.281,74.301,12.673,2.346,469.604,6.412,1.187,1223.3,21.478,3.975,1426.043,0.37,0.068,22.148
2000,OMN,21.609,9.218,0.979,0.479,0.204,6.801,0,0,0,1.865,0.796,73.099,11.029,4.705,114.485,0.073,0.031,-6.192,8.163,3.482,103.595,,,
2001,OMN,20.143,8.483,-1.465,0.519,0.219,7.32,0,0,0,2.202,0.927,75.301,12.134,5.11,126.619,0.037,0.015,-6.156,5.251,2.211,108.846,,,
2002,OMN,25.272,10.514,5.128,0.631,0.263,7.952,0,0,0,3.064,1.275,78.365,15.314,6.371,141.933,0.037,0.015,-6.119,6.226,2.59,115.072,,,
2003,OMN,32.028,13.171,6.756,0.909,0.374,8.861,0,0,0,3.18,1.308,81.545,16.818,6.916,158.75,0,0,-6.119,11.12,4.573,126.193,,,
2004,OMN,27.556,11.161,-4.472,0.933,0.378,9.794,0,0,0,3.785,1.533,85.33,15.37,6.226,174.121,-0.037,-0.015,-6.156,7.504,3.039,133.697,,,
2005,OMN,29.431,11.701,1.875,0.936,0.372,10.73,0,0,0,2.77,1.101,88.1,18.892,7.511,193.013,-0.037,-0.015,-6.192,6.87,2.731,140.567,,,
2006,OMN,39.047,15.249,9.616,1.275,0.498,12.004,0,0,0,3.118,1.218,91.218,20.625,8.054,213.637,0,0,-6.192,14.029,5.479,154.596,,,
2007,OMN,44.006,16.888,4.96,1.405,0.539,13.409,0,0,0,2.7,1.036,93.918,21.717,8.334,235.354,0.037,0.014,-6.156,18.148,6.965,172.744,,,
2008,OMN,46.276,17.456,2.27,1.429,0.539,14.838,0,0,0,2.7,1.019,96.619,28.689,10.822,264.043,0.183,0.069,-5.972,13.275,5.007,186.018,,,
2009,OMN,43.548,16.144,-2.728,1.438,0.533,16.276,0,0,0,2.777,1.03,99.396,28.729,10.65,292.772,0.073,0.027,-5.899,10.53,3.904,196.549,,,
2010,OMN,50.425,17.497,6.877,1.613,0.56,17.89,0,0,0,2.488,0.863,101.884,34.106,11.834,326.878,0.11,0.038,-5.789,12.109,4.202,208.657,,,
2011,OMN,55.139,17.194,4.714,1.769,0.552,19.659,0,0,0,1.766,0.551,103.65,39.117,12.198,365.995,0.037,0.011,-5.752,12.45,3.882,221.108,,,
2012,OMN,62.714,17.738,7.574,2.121,0.6,21.78,0,0,0,3.973,1.124,107.622,41.637,11.776,407.631,0,0,-5.752,14.983,4.238,236.091,,,
2013,OMN,65.251,17.096,2.538,2.02,0.529,23.8,0,0,0,4.428,1.16,112.05,45.635,11.957,453.266,0,0,-5.752,13.168,3.45,249.259,,,
2014,OMN,66.226,16.518,0.975,1.781,0.444,25.581,0,0,0,4.876,1.216,116.926,44.965,11.215,498.231,0.33,0.082,-5.423,14.275,3.56,263.534,,,
2015,OMN,67.596,16.126,1.37,1.851,0.442,27.432,0,0,0,4.574,1.091,121.5,48.249,11.51,546.48,0.22,0.052,-5.203,12.702,3.03,276.236,,,
2016,OMN,66.182,15.048,-1.414,1.921,0.437,29.353,0,0,0,4.556,1.036,126.056,48.252,10.971,594.732,0.513,0.117,-4.69,10.94,2.487,287.177,,,
2017,OMN,69.023,15.197,2.84,1.711,0.377,31.065,0,0,0,4.653,1.024,130.709,49.293,10.853,644.025,0.403,0.089,-4.287,12.963,2.854,300.139,,,
2018,OMN,72.922,15.849,3.899,1.851,0.402,32.916,0,0,0,4.653,1.011,135.362,52.767,11.468,696.791,0.366,0.08,-3.92,13.285,2.887,313.425,,,
2019,OMN,72.544,15.761,-0.379,1.816,0.395,34.732,0,0,0,4.653,1.011,140.014,52.767,11.464,749.558,0.366,0.08,-3.554,12.942,2.812,326.366,,,
2020,OMN,72.873,16.039,0.329,1.816,0.4,36.548,0,0,0,4.653,1.024,144.667,54.707,12.041,804.265,0.366,0.081,-3.188,11.33,2.494,337.697,,,
2021,OMN,81.358,17.998,8.485,1.816,0.402,38.364,0,0,0,4.653,1.029,149.319,62.327,13.788,866.593,0.366,0.081,-2.821,12.195,2.698,349.892,,,
2000,PAK,137.297,0.889,15.703,3.989,0.026,87.928,8.189,0.053,269.19,1.48,0.01,23.033,36.369,0.236,576.997,31.877,0.206,3074.976,55.392,0.359,905.782,,,
2001,PAK,131.236,0.824,-6.061,4.414,0.028,92.342,8.042,0.051,277.232,1.726,0.011,24.759,37.856,0.238,614.854,24.109,0.151,3099.084,55.088,0.346,960.87,,,
2002,PAK,135.547,0.83,4.312,4.395,0.027,96.736,10.08,0.062,287.312,0,0,24.759,44.77,0.274,659.624,22.644,0.139,3121.728,53.659,0.329,1014.529,,,
2003,PAK,120.276,0.721,-15.272,5.171,0.031,101.907,13.194,0.079,300.506,0,0,24.759,54.912,0.329,714.536,2.785,0.017,3124.513,44.213,0.265,1058.743,,,
2004,PAK,126.729,0.743,6.453,5.604,0.033,107.512,16.906,0.099,317.411,0,0,24.759,60.778,0.356,775.315,-2.895,-0.017,3121.618,46.335,0.272,1105.078,,,
2005,PAK,137.953,0.791,11.224,6.639,0.038,114.151,16.191,0.093,333.603,0,0,24.759,63.497,0.364,838.812,3.261,0.019,3124.879,48.365,0.277,1153.442,,,
2006,PAK,142.195,0.799,4.242,7.887,0.044,122.038,17.689,0.099,351.292,0,0,24.759,63.756,0.358,902.568,-1.356,-0.008,3123.523,54.218,0.304,1207.661,,,
2007,PAK,142.029,0.781,-0.166,9.465,0.052,131.503,23.109,0.127,374.401,0,0,24.759,64.952,0.357,967.519,-13.374,-0.074,3110.15,57.877,0.318,1265.537,,,
2008,PAK,143.259,0.77,1.231,10.33,0.056,141.833,18.91,0.102,393.311,0,0,24.759,65.754,0.354,1033.273,-10.662,-0.057,3099.488,58.928,0.317,1324.466,,,
2009,PAK,148.201,0.779,4.941,11.611,0.061,153.443,18.511,0.097,411.821,0,0,24.759,66.989,0.352,1100.262,-7.218,-0.038,3092.27,58.309,0.307,1382.774,,,
2010,PAK,175.783,0.904,27.582,11.214,0.058,164.657,17.426,0.09,429.247,0,0,24.759,63.123,0.325,1163.386,21.874,0.112,3114.144,62.145,0.32,1444.919,,,
2011,PAK,171.359,0.863,-4.424,11.022,0.055,175.68,17.166,0.086,446.413,0,0,24.759,65.959,0.332,1229.345,16.708,0.084,3130.851,60.504,0.305,1505.423,,,
2012,PAK,173.645,0.859,2.287,11.391,0.056,187.07,14.696,0.073,461.109,1.002,0.005,25.761,64.179,0.317,1293.524,18.76,0.093,3149.611,63.618,0.315,1569.041,,,
2013,PAK,162.114,0.789,-11.532,11.962,0.058,199.032,13.659,0.067,474.769,1.141,0.006,26.901,63.721,0.31,1357.244,10.589,0.052,3160.2,61.042,0.297,1630.083,,,
2014,PAK,162.648,0.781,0.535,12.198,0.059,211.23,18.844,0.09,493.613,0.864,0.004,27.765,64.201,0.308,1421.445,6.119,0.029,3166.319,60.423,0.29,1690.506,,,
2015,PAK,197.005,0.934,34.357,12.682,0.06,223.911,18.027,0.085,511.64,0.896,0.004,28.662,64.406,0.305,1485.851,30.594,0.145,3196.913,70.4,0.334,1760.906,,,
2016,PAK,223.455,1.047,26.45,14.128,0.066,238.039,23.955,0.112,535.594,0.815,0.004,29.477,70.296,0.329,1556.147,27.663,0.13,3224.576,86.597,0.406,1847.504,,,
2017,PAK,242.173,1.119,18.718,14.752,0.068,252.791,40.979,0.189,576.573,0.682,0.003,30.159,74.293,0.343,1630.439,26.014,0.12,3250.591,85.453,0.395,1932.957,,,
2018,PAK,230.599,1.049,-11.574,15.581,0.071,268.373,46.881,0.213,623.454,0.575,0.003,30.734,75.783,0.345,1706.222,25.538,0.116,3276.129,66.241,0.301,1999.198,,,
2019,PAK,231.343,1.036,0.744,15.437,0.069,283.81,50.307,0.225,673.761,0.463,0.002,31.196,74.976,0.336,1781.198,25.282,0.113,3301.411,64.878,0.291,2064.077,,,
